,time_ms,delta_ms,accel_ms2_x,accel_ms2_y,accel_ms2_z,mag_uT_x,mag_uT_y,mag_uT_z,gyro_degs_x,gyro_degs_y,gyro_degs_z,euler_deg_x,euler_deg_y,euler_deg_z,quaternion_w,quaternion_x,quaternion_y,quaternion_z,lin_accel_ms2_x,lin_accel_ms2_y,lin_accel_ms2_z,gravity_ms2_x,gravity_ms2_y,gravity_ms2_z
0,0.0,0,-8.03,-0.91,-3.01,-34.0,9.5,30.5,-0.0044444444444444444,0.01888888888888889,-0.01888888888888889,293.25,-70.5,162.8125,130859008.0,-138117120.0,168624128.0,86163456.0,-1.36,-0.02,0.16,-9.24,-0.96,-3.12
1,18.845,18,-9.33,-0.98,-2.95,-34.0,9.5,30.5,-0.024444444444444446,0.02,-0.02,301.25,-70.5,162.8125,130826240.0,-138199040.0,168574976.0,86163456.0,-1.33,-0.01,0.15,-9.24,-0.96,-3.12
2,32.135999999999996,13,-8.01,-0.98,-2.96,-34.0,9.5,30.5,-0.18222222222222223,0.006666666666666667,-0.024444444444444446,301.1875,-70.5,162.75,130809856.0,-138231808.0,168542208.0,86196224.0,-1.31,-0.04,0.1,-9.24,-0.96,-3.12
3,41.334999999999994,9,-7.99,-1.0,-3.02,-34.0,9.5,31.25,-0.18222222222222223,0.006666666666666667,-0.024444444444444446,301.1875,-70.4375,162.75,130793472.0,-138280960.0,168509440.0,86212608.0,-1.29,-0.02,0.05,-9.24,-0.96,-3.12
4,50.442,9,-7.98,-0.99,-3.07,-34.0,9.5,31.25,-0.03777777777777778,0.006666666666666667,-0.024444444444444446,301.1875,-70.4375,162.75,130793472.0,-138313728.0,168476672.0,86212608.0,-1.32,0.04,0.1,-9.24,-0.97,-3.12
5,60.513,10,-8.01,-0.92,-3.02,-34.0,9.5,31.25,-0.15222222222222223,0.0044444444444444444,-0.016666666666666666,301.1875,-70.4375,162.6875,130809856.0,-138330112.0,168476672.0,86212608.0,-1.36,0.05,0.12,-9.24,-0.97,-3.12
6,71.27,10,-9.32,-0.91,-2.99,-34.0,9.5,31.25,-0.15222222222222223,0.0011111111111111111,-0.012222222222222223,301.1875,-70.4375,162.6875,130809856.0,-138330112.0,168460288.0,86212608.0,-1.33,0.06,0.12,-9.24,-0.97,-3.12
7,81.491,10,-8.02,-0.9,-3.0,-34.0,9.5,31.25,-0.16444444444444445,0.0011111111111111111,-0.012222222222222223,301.1875,-70.4375,162.6875,130809856.0,-138346496.0,168443904.0,86212608.0,-1.34,0.06,0.03,-9.24,-0.97,-3.12
8,91.639,10,-9.31,-0.9,-3.09,-33.5625,8.6875,30.875,-0.18333333333333332,0.0,-0.016666666666666666,301.1875,-70.4375,162.6875,130777088.0,-138395648.0,168411136.0,86245376.0,-1.31,0.0,-0.01,-9.24,-0.97,-3.12
9,102.498,10,-7.99,-0.98,-3.14,-33.5625,8.6875,30.875,-0.19444444444444445,0.0011111111111111111,-0.023333333333333334,301.125,-70.4375,162.6875,130760704.0,-138444800.0,168378368.0,86278144.0,-1.29,0.02,-0.06,-9.24,-0.97,-3.12
